workerid,proliferate.condition,accept_time,acceptability,block_number,condition,confidence_time,first_response_value,itemID,item_type,meaning_confidence,paraphrase,meaning_type,form_type,paraphrase_time,rating,response,sentence_id,slide_start,stimulus,trial_sequence_total,wrong_attempts,error
91,condition1,6.185,,5,subcat,4.715,,,,0.99,The committee agreed on the budget for the park.,A,Aa,5.851,0.99,,sub3,47041.792,The committee agreed for the budget for the park.,52,,
91,condition1,7.576,,5,agreement,1.965,,,,0.96,The performer was chased off stage by the public.,B,Bb,4.148,0.71,,agr5,47058.549,The performer were chased off stage by the public.,53,,
91,condition1,10.911,,5,NPI,1.817,,,,0.65,The detective could have accused anyone during his investigation.,E,Ec,12.663,0.69,,NPI4,47072.244,The detective accused anyone during his investigation.,54,,
91,condition1,14.589,,5,ungram,1.867,,,,0.04,What does the pianist believe they can practice?,,,11.447,0.03,,ungram5,47097.641,Lead pianist to what claim the does believe that can practice ?,55,,
32,condition1,7.853,0.87,practice,practice_good,9.562,,practice_good,,1,,,,38.525,,,,16.839,,0,0,
32,condition1,13.167,,practice,,3.445,,practice_mid,practice_mid,0.25,,,,29.549,,0.06,,72.785,,0,0,
32,condition1,75.79,,practice,,5.836,,practice_bad,practice_bad,0.07,,,,19.677,,0,,118.951,,0,0,
32,condition1,7.005,,1,NPI,2.668,,,,0.91,The patient did whatever they wanted to on the hospital bed,H,Ha,11.716,0.58,,NPI5,227.017,The patient did anything on the hospital bed.,1,,
32,condition1,15.393,,1,subj_island,3.678,,,,0.91,There was an exhibit that angered the citizens. What was the content of that exhibit?,A,Ai,27.097,0.21,,subj5,248.412,What did an exhibit of anger the citizens?,2,,
32,condition1,6.773,,1,LBC,4.206,,,,0.5,How many cookies did you see in the jar?,A,Aa,6.256,0,,LBC1,294.585,How many did you see cookies in the jar?,3,,
32,condition1,8.342,,1,head_dir,3.333,,,,0.29,The famous restaurant (an animated being) visited a tourist,B,Ba,24.648,0.08,,head4,311.824,The tourist her favorite restaurant visited.,4,,
32,condition1,11.009,,1,adj_island,6.163,,,,0.2,What lecture (that was recommended by the professor) did the student attend?,I,Ig,18.799,0.07,,adj1,348.151,What did the student attend lecture because a professor recommended?,5,,
32,condition1,15.366,,1,ungram,4.143,,,,0.07,Does the mechanic believe that biofuel is a source of power?,,,12.006,0,,ungram1,384.126,Mechanic the that can power biofuel the does believe what ?,6,,
32,condition1,9.037,,1,subcat,2.861,,,,0.98,The family compromised on where to go for vacation,A,Aa,14.917,0.74,,sub5,415.645,The family compromised for where to go for vacation.,7,,
32,condition1,10.785,,1,CSC,6.338,,,,0.52,The woman listens to the Beatles. Who else does she listen to?,A,Ak,9.58,0.07,,CSC5,442.467,Who does the woman listen to the Beatles and?,8,,
32,condition1,4.065,,1,gram,3.027,,,,1,The cashier was at a store and didn't see anyone.,,,6.449,1,,gram4,469.173,The cashier didn't see anyone at the store.,9,,
32,condition1,10.713,,1,binding,5.484,,,,0.17,The mailman saw that the actress greeted him,A,Aa,7.81,0.12,,bind5,482.718,The mailman saw that the actress greeted himself.,10,,
32,condition1,9.675,,1,agreement,2.403,,,,0.74,The clowns were invited to the party by the host,A,Aa,6.803,0.15,,agr1,506.729,The clown were invited to the party by the host.,11,,
32,condition1,5.44,,2,binding,1.816,,,,0.67,The gentleman accepted that the waitress disliked him,A,Aa,8.077,0.16,,bind4,525.614,The gentleman accepted that the waitress disliked himself.,12,,
32,condition1,9.13,,2,LBC,3.126,,,,0.46,How many books do you read in a year,A,Aa,6.193,0.06,,LBC3,540.952,How many do you read books in a year?,13,,
32,condition1,5.583,,2,NPI,3.741,,,,0.59,The spy saw any possible thing that could have happened yesterday,G,Gc,14.063,0.55,,NPI1,559.404,The spy saw anything yesterday.,14,,
32,condition1,294.234,,2,subj_island,5.097,,,,0.82,The diner ate a meal and was disgusted. What was in that meal?,A,Ai,9.459,0.45,,subj4,582.794,What did a meal of disgust the diner?,15,,
32,condition1,7.025,,2,CSC,2.496,,,,0.74,The critic dislikes the actor. Who else does the critic dislike?,A,Ak,11.185,0.02,,CSC2,891.588,Who does the critic dislike the actor and?,16,,
32,condition1,191.309,,2,adj_island,12.853,,,,0.11,Did the fugitive run away because her accomplice was recognized?,C,Cb,10.939,0,,adj4,912.297,What did the fugitive run away because her accomplice recognized?,17,,
32,condition1,5.972,,2,gram,3.783,,,,1,"Every day while at work, the artist listens to music.",,,7.365,1,,gram5,1127.402,The artist listens to music at work every day.,18,,
32,condition1,6.848,,2,head_dir,2.685,,,,0.44,The child surely ate the chocolate cake.,A,Aa,4.739,0,,head1,1144.526,The child surely the chocolate cake ate.,19,,
32,condition1,5.796,,2,subcat,2.289,,,,1,The policeman relied on his instincts to catch the thief,A,Aa,9.295,0.05,,sub1,1158.801,The policeman relied for his instincts to catch the thief.,20,,
32,condition1,4.079,,2,agreement,3.546,,,,0.76,The children were scared by the movie,A,Aa,7.334,0,,agr4,1176.186,The child were scared by the movie.,21,,
32,condition1,19.164,,2,ungram,15.728,,,,0,Who claimed that the lead pianist practices?,,,6.843,0,,ungram5,1191.149,Lead pianist to what claim the does believe that can practice ?,22,,
32,condition1,5.289,,3,LBC,2.672,,,,0.77,How many pills do you take in a day?,A,Aa,4.929,0,,LBC2,1232.887,How many do you take pills in a day?,23,,
32,condition1,21.876,,3,gram,5.411,,,,1,There was a report written on the court case. The defendant's name was included in that report.,,,14.564,1,,gram2,1245.78,The report on the court case mentioned the defendant's name.,24,,
32,condition1,7.277,,3,subcat,2.046,,,,1,The group decided on a restaurant for dinner,A,Aa,7.37,0.39,,sub2,1287.635,The group decided for a restaurant for dinner.,25,,
32,condition1,6.186,,3,agreement,1.536,,,,0.71,The performers were chased offstage by the public,A,Aa,7.46,0.07,,agr5,1304.332,The performer were chased off stage by the public.,26,,
32,condition1,7.54,,3,NPI,4.414,,,,0.73,The detective conducted an investigation and accused anyone he could find during this investigation of doing something.,F,Fb,19.808,0.7,,NPI4,1319.518,The detective accused anyone during his investigation.,27,,
32,condition1,11.58,,3,binding,4.752,,,,0.51,The butler claimed that the widow reprimanded him.,A,Aa,7.786,0.06,,bind3,1351.285,The butler claimed that the widow reprimanded himself.,28,,
32,condition1,9.58,,3,subj_island,1.717,,,,0.69,A painting got stolen. What was that the content of that painting?,A,Ai,12.118,0.1,,subj2,1375.408,What did a painting of get stolen?,29,,
32,condition1,5.296,,3,head_dir,1.815,,,,0.87,The boy plays video games every day.,A,Aa,5.601,0,,head3,1398.826,The boy video games plays every day.,30,,
32,condition1,58.253,,3,adj_island,2.398,,,,0.31,The housewife praised the waiter who set the table.,P,Pa,8.415,0.01,,adj5,1411.541,What did the waiter set the table because the housewife praised?,31,,
32,condition1,9.172,,3,ungram,7.158,,,,0,The activists claimed that the officials were bribed,,,9.889,0,,ungram2,1480.611,Do activists bribed claim officials the that the who ?,32,,
32,condition1,3.382,,3,CSC,2.263,,,,0.93,The farmer harvested corn. What else did he harvest?,A,Ak,7.447,0.02,,CSC1,1506.833,What did the farmer harvest corn and?,33,,
32,condition1,8.61,,4,adj_island,4.166,,,,0.24,The maid was injured. What housework did the chef do to cover the maid's responsibilities?,I,Ih,15.273,0,,adj3,1519.928,What did the chef do housework because the maid injured?,34,,
32,condition1,5.421,,4,subj_island,2.177,,,,0.88,A gift pleased a recipient. What was the content of that gift?,A,Ai,11.07,0.23,,subj3,1547.98,What did a gift of please the recipient?,35,,
32,condition1,5.697,,4,LBC,1.148,,,,0.77,How many dogs did they see at the park?,A,Aa,5.559,0,,LBC4,1566.653,How many did they see dogs at the park?,36,,
32,condition1,4.523,,4,head_dir,2.168,,,,0.84,The kitten drank all of the milk,A,Aa,4.861,0,,head2,1579.06,The kitten all of the milk drank.,37,,
32,condition1,3.816,,4,NPI,2.45,,,,0.84,The student could like any person in her class if given a choice,E,Ee,14.588,0.77,,NPI2,1590.617,The student liked anyone in her class.,38,,
32,condition1,8.666,,4,ungram,2.354,,,,0,Who did the detective claim was killed by poison?,,,9.374,0,,ungram4,1611.474,Believe the does killed claim that who detective the poison ?,39,,
32,condition1,10.042,,4,agreement,2.573,,,,0.53,The diner quickly devoured the burgers.,A,Ab,8.163,0.05,,agr3,1631.873,The burger were devoured quickly by the diner.,40,,
32,condition1,6.754,,4,gram,2.654,,,,1,"The receptionist disliked the patient, and the patient knew it.",,,14.369,1,,gram1,1652.655,The patient knew that the receptionist disliked him.,41,,
32,condition1,4.201,,4,binding,2.229,,,,0.73,The bride thinks that the groom saw her,A,Aa,5.178,0,,bind1,1676.435,The bride thinks that the groom saw herself.,42,,
32,condition1,3.539,,4,subcat,2.201,,,,1,The bride insisted on this venue for her wedding,A,Aa,7.882,0.59,,sub4,1688.048,The bride insisted for this venue for her wedding.,43,,
32,condition1,4.551,,4,CSC,2.793,,,,0.75,The captain brought a map. What else did the captain bring?,A,Ak,8.58,0,,CSC3,1701.674,What did the captain bring a map and?,44,,
32,condition1,6.869,,5,NPI,1.784,,,,0.68,The teacher wrote anything he wanted to on the whiteboard,F,Fc,10.563,0.67,,NPI3,1717.601,The teacher wrote anything on the whiteboard.,45,,
32,condition1,3.747,,5,CSC,1.776,,,,0.61,The boy purchased milk. What else did he purchase?,A,Ak,7.411,0,,CSC4,1736.821,What did the boy purchase milk and?,46,,
32,condition1,5.561,,5,head_dir,1.61,,,,0.73,The citizens voted on the new bill,A,Aa,5.29,0.08,,head5,1749.759,The citizens the new bill voted on.,47,,
32,condition1,4.072,,5,binding,1.192,,,,0.79,The duchess heard that the king liked her,A,Aa,4.693,0.08,,bind2,1762.224,The duchess heard that the king liked herself.,48,,
32,condition1,5.154,,5,ungram,12.853,,,,0,The special commander began a spying initiative,,,8.398,0,,ungram3,1772.185,Special commander does spy the initiated the what believe that ?,49,,
32,condition1,8.509,,5,adj_island,1.813,,,,0.23,Did the sculptor leave the room because the assistant insulted him?,B,Ba,9.564,0.02,,adj2,1798.594,What did the sculptor leave the room because the assistant insulted?,50,,
32,condition1,8,,5,subj_island,9.283,,,,0.91,A collection of something impressed the curators. What was in that collection?,A,Ai,10.929,0.23,,subj1,1818.484,What did a collection of impress the curators?,51,,
32,condition1,5.96,,5,gram,5.45,,,,1,There is an actor that the brother likes but the sister hates. Who is that actor?,,,19.308,1,,gram3,1846.7,Which actor does the brother like and the sister hate?,52,,
32,condition1,4.811,,5,agreement,1.987,,,,1,The students were reprimanded by the parents,A,Aa,6.982,0.01,,agr2,1877.421,The student were reprimanded by the parents.,53,,
32,condition1,3.958,,5,LBC,1.906,,,,1,How many books did you fit in your locker?,A,Aa,6.154,0,,LBC5,1891.204,How many did you fit in your locker books?,54,,
32,condition1,3.244,,5,subcat,1.423,,,,1,The committee agreed on the budget for the park,A,Aa,6.981,0.77,,sub3,1903.227,The committee agreed for the budget for the park.,55,,
71,condition1,19.093,1,practice,practice_good,12.503,,practice_good,,1,,,,161.352,,,,24.731,,0,0,
71,condition1,10.918,,practice,,11.635,,practice_mid,practice_mid,0.63,,,,18.256,,0.09,,217.687,,0,0,
71,condition1,10.529,,practice,,19.304,,practice_bad,practice_bad,0.01,,,,40.877,,0,,258.508,,0,0,
71,condition1,12.698,,1,subj_island,3.47,,,,0.66,What gift pleased the recipient?,B,Bc,13.421,0,,subj3,351.347,What did a gift of please the recipient?,1,,
71,condition1,4.737,,1,gram,5.359,,,,0.98,The receptionist disliked the patient and the patient knew it.,,,27.266,0.99,,gram1,380.952,The patient knew that the receptionist disliked him.,2,,
71,condition1,9.086,,1,LBC,9.418,,,,0.81,How many books did you fit in your locker?,A,Aa,8.958,0,,LBC5,418.325,How many did you fit in your locker books?,3,,
71,condition1,9.652,,1,agreement,3.315,,,,0.98,The performers were chased of stage by the public,A,Aa,10.482,0.01,,agr5,445.798,The performer were chased off stage by the public.,4,,
71,condition1,10.892,,1,adj_island,12.775,,,,0.18,Did the waiter set the table because the housewife praised?,B,Ba,19.455,0,,adj5,469.258,What did the waiter set the table because the housewife praised?,5,,
71,condition1,12.466,,1,CSC,5.66,,,,0.69,What else did the boy purchase besides the milk?,A,Ae,10.232,0,,CSC4,512.393,What did the boy purchase milk and?,6,,
71,condition1,8.982,,1,ungram,104.123,,,,0,What does the special commander believe that the spy initiated?,,,48.632,0,,ungram3,540.763,Special commander does spy the initiated the what believe that ?,7,,
71,condition1,10.175,,1,head_dir,2.709,,,,1,The kitten drank all the milk.,A,Aa,10.483,0,,head2,702.512,The kitten all of the milk drank.,8,,
71,condition1,10.383,,1,binding,57.166,,,,0.77,The mailman saw that the actress greeted him.,A,Aa,10.114,0.34,,bind5,725.89,The mailman saw that the actress greeted himself.,9,,
71,condition1,15.556,,1,NPI,8.353,,,,0.76,"During his investigation, the detective accused everyone.",A,Af,52.403,0.72,,NPI4,803.57,The detective accused anyone during his investigation.,10,,
71,condition1,8.296,,1,subcat,6.229,,,,0.97,The family compromised on their vacation destination.,A,Aa,16.022,0.62,,sub5,879.895,The family compromised for where to go for vacation.,11,,
71,condition1,7.888,,2,head_dir,2.361,,,,0.98,The child surely ate the chocolate cake.,A,Aa,8.526,0.01,,head1,910.455,The child surely the chocolate cake ate.,12,,
71,condition1,7.598,,2,gram,9.305,,,,1,The defendant's name was shown in the case report.,,,24.805,1,,gram2,929.241,The report on the court case mentioned the defendant's name.,13,,
71,condition1,17.969,,2,subj_island,10.995,,,,0.3,What exhibited anger from the citizens?,Z,Za,9.264,0.03,,subj5,970.957,What did an exhibit of anger the citizens?,14,,
71,condition1,7.751,,2,CSC,4.358,,,,0.98,"Other than a map, what did the captain bring?",A,Aq,9.249,0.36,,CSC3,1009.197,What did the captain bring a map and?,15,,
71,condition1,9.863,,2,agreement,3.966,,,,0.76,The student was reprimanded by their parents.,B,Bb,13.001,0.16,,agr2,1030.568,The student were reprimanded by the parents.,16,,
71,condition1,16.082,,2,subcat,11.375,,,,0.85,The policeman relied on his instincts to catch the theif.,A,Aa,12.995,0.3,,sub1,1057.409,The policeman relied for his instincts to catch the thief.,17,,
71,condition1,7.359,,2,NPI,8.376,,,,0.39,The spy saw something yesterday.,B,Ba,9.005,0.34,,NPI1,1097.869,The spy saw anything yesterday.,18,,
71,condition1,23.272,,2,binding,4.444,,,,0.87,The gentleman accepted that the waitress disliked him.,A,Aa,23.461,0.56,,bind4,1122.62,The gentleman accepted that the waitress disliked himself.,19,,
71,condition1,72.801,,2,ungram,4.24,,,,0.69,Who do the activists claim bribed the officials?,,,9.747,0.04,,ungram2,1173.811,Do activists bribed claim officials the that the who ?,20,,
71,condition1,43.933,,2,adj_island,2.089,,,,0.68,Did the student attend lecture because the professor recommended?,B,Ba,12.816,0.3,,adj1,1260.614,What did the student attend lecture because a professor recommended?,21,,
71,condition1,7.271,,2,LBC,2.063,,,,0.85,How many cookies did you see in the jar?,A,Aa,7.43,0.24,,LBC1,1319.463,How many did you see cookies in the jar?,22,,
71,condition1,4.963,,3,LBC,2.441,,,,0.74,How many dogs did you see in the park?,A,Aa,7.167,0.28,,LBC4,1336.238,How many did they see dogs at the park?,23,,
71,condition1,3.267,,3,head_dir,2.22,,,,0.86,The tourist visited her favorite restaurant.,A,Aa,14.956,0.09,,head4,1350.821,The tourist her favorite restaurant visited.,24,,
71,condition1,5.404,,3,gram,17.131,,,,0.99,No one was seen at the store by the cashier.,,,10.128,1,,gram4,1371.274,The cashier didn't see anyone at the store.,25,,
71,condition1,8.92,,3,subcat,2.757,,,,0.87,The bride insisted on this venue for her wedding.,A,Aa,12.59,0.46,,sub4,1403.949,The bride insisted for this venue for her wedding.,26,,
71,condition1,10.298,,3,binding,2.516,,,,0.79,The duchess heard that the king liked her.,A,Aa,13.438,0.56,,bind2,1428.228,The duchess heard that the king liked herself.,27,,
71,condition1,7.663,,3,NPI,1.997,,,,0.7,The student liked everyone in her class.,A,Aa,9.492,0.51,,NPI2,1454.492,The student liked anyone in her class.,28,,
71,condition1,6.368,,3,CSC,3.889,,,,0.61,Who does the critic dislike besides the actor?,A,Ae,13.939,0.33,,CSC2,1473.655,Who does the critic dislike the actor and?,29,,
71,condition1,6.206,,3,agreement,1.361,,,,0.7,The children were scared by the movie.,A,Aa,11.579,0.42,,agr4,1497.862,The child were scared by the movie.,30,,
71,condition1,194.202,,3,ungram,3.342,,,,0.3,Who does the detective believe to have been killed by posion?,,,20.189,0.02,,ungram4,1517.015,Believe the does killed claim that who detective the poison ?,31,,
71,condition1,76.444,,3,adj_island,14.801,,,,0.18,Did the fugitive run away because her accomplice was recognized?,C,Cb,25.675,0.11,,adj4,1734.759,What did the fugitive run away because her accomplice recognized?,32,,
71,condition1,13.799,,3,subj_island,12.078,,,,0.65,What was the painting of that got stolen?,A,Ae,10.497,0.57,,subj2,1851.69,What did a painting of get stolen?,33,,
71,condition1,11.901,,4,gram,10.224,,,,0.76,What is the name of the actor that the brother loves and sister hates?,,,25.764,0.62,,gram3,1888.08,Which actor does the brother like and the sister hate?,34,,
71,condition1,8.808,,4,binding,2.353,,,,0.66,The butler claimed that the widow reprimanded him.,A,Aa,12.243,0.36,,bind3,1935.978,The butler claimed that the widow reprimanded himself.,35,,
71,condition1,99.656,,4,CSC,2.485,,,,0.6,The woman listens to the Beatles and who else?,A,Aa,15.542,0.6,,CSC5,1959.393,Who does the woman listen to the Beatles and?,36,,
71,condition1,3.953,,4,head_dir,2.148,,,,0.82,the citizens voted on the new bill.,A,Aa,9.639,0.35,,head5,2077.085,The citizens the new bill voted on.,37,,
71,condition1,5.37,,4,LBC,1.726,,,,0.65,How many books do you read in a year?,A,Aa,8.385,0.37,,LBC3,2092.835,How many do you read books in a year?,38,,
71,condition1,9.387,,4,agreement,1.539,,,,0.58,The host invited the clown to the party.,B,Bd,11.384,0.41,,agr1,2108.327,The clown were invited to the party by the host.,39,,
71,condition1,7.782,,4,subcat,1.298,,,,0.65,The group decided on a restaurant for dinner.,A,Aa,13.225,0.34,,sub2,2130.648,The group decided for a restaurant for dinner.,40,,
71,condition1,24.263,,4,ungram,2.67,,,,0.74,What does the mechanic believe that the biofuel can power?,,,12.619,0,,ungram1,2152.964,Mechanic the that can power biofuel the does believe what ?,41,,
71,condition1,21.632,,4,adj_island,6.528,,,,0.54,Did the sculptor leave the room because the assistant insulted him?,B,Ba,68.739,0.22,,adj2,2192.523,What did the sculptor leave the room because the assistant insulted?,42,,
71,condition1,19.625,,4,subj_island,0.913,,,,0.62,Did the collection impress the curators?,C,Ca,10.113,0.45,,subj1,2289.434,What did a collection of impress the curators?,43,,
71,condition1,442.358,,4,NPI,2.778,,,,0.61,The patient did nothing on the hospital bed.,D,Da,14.006,0.49,,NPI5,2320.096,The patient did anything on the hospital bed.,44,,
71,condition1,52.28,,5,binding,2.946,,,,0.55,The bride thinks that the groom saw her.,A,Aa,10.703,0.47,,bind1,2779.25,The bride thinks that the groom saw herself.,45,,
71,condition1,4.319,,5,head_dir,1.548,,,,0.59,The boy plays video games everyday.,A,Aa,8.155,0.31,,head3,2845.19,The boy video games plays every day.,46,,
71,condition1,18.861,,5,subj_island,5.086,,,,0.35,What meal at the diner is digusting?,B,Be,9.823,0.32,,subj4,2859.224,What did a meal of disgust the diner?,47,,
71,condition1,4.575,,5,CSC,1.451,,,,0.55,What did the farmer harvest other than corn?,A,Af,9.049,0.31,,CSC1,2893.006,What did the farmer harvest corn and?,48,,
71,condition1,8.203,,5,gram,5.811,,,,1,Everyday at work the artist listens to music.,,,13.019,1,,gram5,2908.093,The artist listens to music at work every day.,49,,
71,condition1,11.609,,5,agreement,2.314,,,,0.72,The burgers at the diner were devoured quickly.,A,Ag,10.72,0.27,,agr3,2935.136,The burger were devoured quickly by the diner.,50,,
71,condition1,5.73,,5,NPI,1.343,,,,0.64,The teacher wrote something on the whiteboard.,B,Ba,8.688,0.5,,NPI3,2959.79,The teacher wrote anything on the whiteboard.,51,,
71,condition1,6.845,,5,subcat,1.031,,,,0.68,The committee agreed on a budget for the park.,A,Aa,12.374,0.54,,sub3,2975.561,The committee agreed for the budget for the park.,52,,
71,condition1,3.565,,5,LBC,1.164,,,,0.58,How many pills do you take in a day?,A,Aa,6.709,0.23,,LBC2,2995.822,How many do you take pills in a day?,53,,
71,condition1,16.099,,5,ungram,27.461,,,,0,What does the lead pianist claim to believe at practice?,,,22.188,0.01,,ungram5,3007.27,Lead pianist to what claim the does believe that can practice ?,54,,
71,condition1,10.412,,5,adj_island,1.627,,,,0.47,What did the chef clean since the maid was injured?,I,Ii,20.999,0.38,,adj3,3073.028,What did the chef do housework because the maid injured?,55,,
132,condition1,22.859,1,practice,practice_good,10.884,,practice_good,,0.72,,,,32.811,,,,807.802,,0,0,
132,condition1,134.531,,practice,,6.121,,practice_mid,practice_mid,0,,,,13.596,,0,,874.361,,0,0,
132,condition1,13.339,,practice,,18.708,,practice_bad,practice_bad,0,,,,17.384,,0,,1028.614,,0,0,
132,condition1,7.777,,1,LBC,5.093,,,,0.84,How many pills do you take in a day?,A,Aa,8.336,0.2,,LBC2,1092.842,How many do you take pills in a day?,1,,
132,condition1,58.958,,1,ungram,7.073,,,,0,Do we believe the deductive claim that somebody killed with poison?,,,29.813,0,,ungram4,1114.055,Believe the does killed claim that who detective the poison ?,2,,
132,condition1,8.763,,1,CSC,6.398,,,,0.48,Who does the woman listen to? The Beatles and...?,A,Al,11.892,0.49,,CSC5,1209.903,Who does the woman listen to the Beatles and?,3,,
132,condition1,7.492,,1,head_dir,1.975,,,,0.86,The boy plays video games everyday.,A,Aa,7.493,0.13,,head3,1236.961,The boy video games plays every day.,4,,
132,condition1,5.526,,1,binding,4.029,,,,1,The bride thinks the groom saw her.,A,Aa,6.025,0.73,,bind1,1253.923,The bride thinks that the groom saw herself.,5,,
132,condition1,15.498,,1,subj_island,2.003,,,,0.27,What did the exhibit do to anger the citizens?,O,Oa,9.706,0.21,,subj5,1269.507,What did an exhibit of anger the citizens?,6,,
132,condition1,20.264,,1,adj_island,4.01,,,,0.09,What did the sculptor leave in the room after being insulted?,J,Jd,15.422,0.17,,adj2,1296.719,What did the sculptor leave the room because the assistant insulted?,7,,
132,condition1,4.31,,1,subcat,6.059,,,,1,"For their vacation, the family compromised.",G,Ga,21.612,1,,sub5,1336.42,The family compromised for where to go for vacation.,8,,
132,condition1,14.788,,1,agreement,3.492,,,,1,The performer was chased off stage by the public.,B,Bb,13.215,0.84,,agr5,1368.406,The performer were chased off stage by the public.,9,,
132,condition1,13.988,,1,gram,2.678,,,,1,The cashier didn't see anyone in the store.,,,10.911,0.88,,gram4,1399.906,The cashier didn't see anyone at the store.,10,,
132,condition1,3.704,,1,NPI,6.994,,,,1,The teacher on the whiteboard wrote anything.,G,Gd,20.185,1,,NPI3,1427.487,The teacher wrote anything on the whiteboard.,11,,
132,condition1,5.838,,2,agreement,1.933,,,,0.99,The clown was invited to the party by the host.,B,Bb,9.215,0.9,,agr1,1458.374,The clown were invited to the party by the host.,12,,
132,condition1,9.032,,2,subcat,2.906,,,,0.99,They decided on a restaurant for dinner as a group.,A,Aa,9.787,0.99,,sub2,1475.364,The group decided for a restaurant for dinner.,13,,
132,condition1,6.321,,2,head_dir,1.4,,,,0.72,The tourist visited her favorite restaurant.,A,Aa,10.542,0.29,,head4,1497.093,The tourist her favorite restaurant visited.,14,,
132,condition1,25.741,,2,adj_island,3.452,,,,0.44,What did the fugitive run away from when the accomplice noticed her?,J,Ja,15.088,0.25,,adj4,1515.36,What did the fugitive run away because her accomplice recognized?,15,,
132,condition1,6.735,,2,CSC,1.749,,,,0.79,What did the boy buy? Milk and...?,A,Al,11.229,0.18,,CSC4,1559.646,What did the boy purchase milk and?,16,,
132,condition1,8.006,,2,binding,6.87,,,,0.76,The mailman was greeted by the actress.,H,Hd,12.135,0.4,,bind5,1579.363,The mailman saw that the actress greeted himself.,17,,
132,condition1,7.996,,2,NPI,2.536,,,,0.24,The spy saw something yesterday.,B,Ba,8.065,0.22,,NPI1,1606.378,The spy saw anything yesterday.,18,,
132,condition1,12.407,,2,subj_island,1.735,,,,0.81,What gift pleased the recipient?,B,Bc,13.334,0.28,,subj3,1624.98,What did a gift of please the recipient?,19,,
132,condition1,27.566,,2,ungram,4.147,,,,0.31,What mechanics can use biofuel as power?,,,9.325,0.15,,ungram1,1652.461,Mechanic the that can power biofuel the does believe what ?,20,,
132,condition1,5.537,,2,gram,13.339,,,,0.98,What actor does the sister hate and the boy like?,,,11.732,0.99,,gram3,1693.504,Which actor does the brother like and the sister hate?,21,,
132,condition1,5.165,,2,LBC,3.98,,,,0.97,How many books did you fit in your locker?,A,Aa,7.293,0.73,,LBC5,1724.117,How many did you fit in your locker books?,22,,
132,condition1,15.309,,3,subj_island,12.929,,,,0.38,What did disgusted you at the meal at dinner?,J,Jd,21.615,0.3,,subj4,1740.559,What did a meal of disgust the diner?,23,,
132,condition1,8.601,,3,subcat,5.548,,,,0.99,The committee agreed for the park budget.,Z3,Z3,8.3,0.99,,sub3,1790.416,The committee agreed for the budget for the park.,24,,
132,condition1,8.949,,3,gram,2.517,,,,0.98,The patient knew the receptionist didn't like him.,,,10.362,1,,gram1,1812.87,The patient knew that the receptionist disliked him.,25,,
132,condition1,12.867,,3,CSC,2.533,,,,0.34,Which actors do the critic dislike?,H,Ha,8.24,0.48,,CSC2,1834.702,Who does the critic dislike the actor and?,26,,
132,condition1,9.408,,3,binding,2.791,,,,0.85,The gentleman accepted that the waitress disliked him.,A,Aa,10.45,0.63,,bind4,1858.346,The gentleman accepted that the waitress disliked himself.,27,,
132,condition1,26.191,,3,ungram,2.14,,,,0.04,Does the special commander initiated the spy?,,,12.487,0.03,,ungram3,1880.999,Special commander does spy the initiated the what believe that ?,28,,
132,condition1,14.303,,3,adj_island,1.367,,,,0.8,What housework did the chef do since the maid was injured?,I,Ii,11.788,0.52,,adj3,1921.819,What did the chef do housework because the maid injured?,29,,
132,condition1,4.885,,3,agreement,3.268,,,,1,The parents reprimanded the students.,A,Ab,42.147,1,,agr2,1949.282,The student were reprimanded by the parents.,30,,
132,condition1,4.125,,3,NPI,12.644,,,,0.99,The student liked people in her class.,A,Aa,7.787,0.99,,NPI2,1999.587,The student liked anyone in her class.,31,,
132,condition1,5.393,,3,head_dir,3.532,,,,0.65,The child surely ate the chocolate cake.,A,Aa,8.337,0.52,,head1,2024.148,The child surely the chocolate cake ate.,32,,
132,condition1,5.661,,3,LBC,2.366,,,,0.84,How many dogs did they see at the park?,A,Aa,13.287,0.71,,LBC4,2041.415,How many did they see dogs at the park?,33,,
132,condition1,6.645,,4,subcat,2.412,,,,0.99,The bride insisted for this wedding venue.,Z4,Z4,8.301,0.99,,sub4,2062.733,The bride insisted for this venue for her wedding.,34,,
132,condition1,15.867,,4,adj_island,2.892,,,,0.3,Did the professor recommend the student to go to lecture?,AA,,14.837,0.46,,adj1,2080.095,What did the student attend lecture because a professor recommended?,35,,
132,condition1,65.469,,4,ungram,26.742,,,,0.03,What claim is that with some practice you can be lead pianist?,,,13.771,0.24,,ungram5,2113.697,Lead pianist to what claim the does believe that can practice ?,36,,
132,condition1,5.052,,4,NPI,3.628,,,,0.99,"During the detective's interrogation, he accused everyone.",A,Af,36.295,0.99,,NPI4,2219.683,The detective accused anyone during his investigation.,37,,
132,condition1,6.675,,4,binding,2.533,,,,0.97,The dutchess heard the king liked her,A,Aa,15.265,0.73,,bind2,2264.663,The duchess heard that the king liked herself.,38,,
132,condition1,5.61,,4,head_dir,2.453,,,,0.75,The kitten drank all the milk,A,Aa,5.596,0.51,,head2,2289.142,The kitten all of the milk drank.,39,,
132,condition1,11.372,,4,CSC,5.691,,,,0.96,What else besides a map did the captain bring?,A,Ad,14.684,0.94,,CSC3,2302.804,What did the captain bring a map and?,40,,
132,condition1,4.847,,4,LBC,1.751,,,,0.85,how many books do you read in a year?,A,Aa,8.958,0.63,,LBC3,2334.555,How many do you read books in a year?,41,,
