workerid,proliferate.condition,accept_time,acceptability,block_number,condition,confidence_time,first_response_value,itemID,item_type,meaning_confidence,paraphrase,paraphrase_time,rating,response,sentence_id,slide_start,stimulus,trial_sequence_total,wrong_attempts,error
84,condition1,4,,3,NPI,1.823,,,,0.65,The detective would accuse anybody during his investigation.,15.085,0.51,,NPI4,622.069,The detective accused anyone during his investigation.,25,,
84,condition1,99.011,,3,adj_island,1.226,,,,0.21,How did the waiter set the table that the housewife praised?,12.405,0.09,,adj5,642.983,What did the waiter set the table because the housewife praised?,26,,
84,condition1,3.926,,3,subj_island,2.33,,,,0.93,What was the painting that got stolen?,7.987,0.14,,subj2,755.631,What did a painting of get stolen?,27,,
84,condition1,8.553,,3,ungram,1.857,,,,0.28,What does the pianist claim practice leads to?,10.752,0.06,,ungram5,769.879,Lead pianist to what claim the does believe that can practice ?,28,,
84,condition1,6.244,,3,agreement,2.637,,,,0.47,The people at the diner quickly devoured the burgers.,12.323,0.15,,agr3,791.049,The burger were devoured quickly by the diner.,29,,
84,condition1,4.198,,3,binding,1.184,,,,0.03,The mailman saw the actress talk to himself.,8.901,0.08,,bind5,812.26,The mailman saw that the actress greeted himself.,30,,
84,condition1,4.506,,3,LBC,3.605,,,,0.28,How many dogs did they see at the park?,8.083,0.18,,LBC4,826.554,How many did they see dogs at the park?,31,,
84,condition1,4.907,,3,CSC,2.023,,,,0.19,The critic dislikes the actor and who else?,11.246,0.24,,CSC2,842.755,Who does the critic dislike the actor and?,32,,
84,condition1,30.456,,3,head_dir,1.512,,,,0.34,The tourist visited her favorite restaurant.,7.677,0.21,,head4,860.937,The tourist her favorite restaurant visited.,33,,
84,condition1,4.387,,4,adj_island,3.706,,,,0.2,Did the chef do housework because the maid was injured/,14.135,0.21,,adj3,900.585,What did the chef do housework because the maid injured?,34,,
84,condition1,14.163,,4,ungram,1.835,,,,0.06,Does the detective believe the claim that poison was what killed them?,16.293,0.04,,ungram4,922.819,Believe the does killed claim that who detective the poison ?,35,,
84,condition1,2.821,,4,CSC,1.547,,,,0.6,What else did the captain bring besides the map?,9.119,0.08,,CSC3,955.118,What did the captain bring a map and?,36,,
84,condition1,3.045,,4,subj_island,2.214,,,,0.62,What was the meal that disgusted the diner?,8.19,0.3,,subj4,968.612,What did a meal of disgust the diner?,37,,
84,condition1,3.982,,4,head_dir,2.953,,,,0.63,The child ate the chocolate cake.,8.891,0.18,,head1,982.063,The child surely the chocolate cake ate.,38,,
84,condition1,5.317,,4,NPI,1.096,,,,0.83,The student liked everyone in her class.,8.042,0.21,,NPI2,997.897,The student liked anyone in her class.,39,,
84,condition1,15.451,,4,gram,2.174,,,,0.74,Who is the actor that the brother likes and the sister hates?,9.954,0.9,,gram3,1012.359,Which actor does the brother like and the sister hate?,40,,
84,condition1,3.81,,4,LBC,1.912,,,,0.78,How many cookies did you see in the jar?,6.86,0.34,,LBC1,1039.944,How many did you see cookies in the jar?,41,,
84,condition1,3.128,,4,agreement,11.568,,,,0.94,The performer was chased off the stage by the audience.,9.263,0.96,,agr5,1052.529,The performer were chased off stage by the public.,42,,
84,condition1,5.143,,4,binding,3.045,,,,0.82,The butler claimed that the widow reprimanded him.,9.9,0.21,,bind3,1076.494,The butler claimed that the widow reprimanded himself.,43,,
84,condition1,3.278,,4,subcat,1.423,,,,0.73,The family compromised on where to go for vacation.,9.84,0.32,,sub5,1094.589,The family compromised for where to go for vacation.,44,,
84,condition1,6.035,,5,gram,3.139,,,,0.53,The court case report mentioned the defendant's name.,11.132,0.76,,gram2,1109.138,The report on the court case mentioned the defendant's name.,45,,
84,condition1,3.503,,5,LBC,1.573,,,,0.7,How many books fit in your locker?,7.259,0.05,,LBC5,1129.455,How many did you fit in your locker books?,46,,
84,condition1,4.885,,5,NPI,3.435,,,,0.24,The spy saw something yesterday.,8.508,0.06,,NPI1,1141.793,The spy saw anything yesterday.,47,,
84,condition1,7.007,,5,adj_island,70.944,,,,0.47,Did the student attend lecture because the professor recommended it?,14.377,0.05,,adj1,1158.627,What did the student attend lecture because a professor recommended?,48,,
84,condition1,17.988,,5,agreement,2.677,,,,0.35,The host invited the clown to the party.,9.801,0.35,,agr1,1250.965,The clown were invited to the party by the host.,49,,
84,condition1,6.079,,5,subj_island,1.404,,,,0.87,Which exhibit made the citizens angry?,8.339,0.5,,subj5,1281.44,What did an exhibit of anger the citizens?,50,,
84,condition1,74.715,,5,ungram,1.385,,,,0.05,The special commander believed what about the initiated?,15.921,0.02,,ungram3,1297.265,Special commander does spy the initiated the what believe that ?,51,,
84,condition1,3.917,,5,head_dir,1.103,,,,0.93,The citizens voted on the new bill.,6.06,0.24,,head5,1389.293,The citizens the new bill voted on.,52,,
84,condition1,2.671,,5,CSC,1.199,,,,0.95,The farmer harvested corn and what else?,8.351,0.15,,CSC1,1400.381,What did the farmer harvest corn and?,53,,
84,condition1,3.579,,5,subcat,1.754,,,,0.67,The policeman relied on his instincts to catch the thief.,12.539,0.32,,sub1,1412.612,The policeman relied for his instincts to catch the thief.,54,,
84,condition1,3.944,,5,binding,1.114,,,,0.88,The bride thinks that the groom saw her.,6.864,0.24,,bind1,1430.49,The bride thinks that the groom saw herself.,55,,
67,condition1,7.134,0.99,practice,practice_good,9.226,,practice_good,,0.9,,19.345,,,,32077.753,,0,0,
67,condition1,9.193,,practice,,9.22,,practice_mid,practice_mid,1,,10.227,,0.48,,32113.464,,0,0,
67,condition1,20.021,,practice,,9.205,,practice_bad,practice_bad,0.17,,16.461,,0.04,,32142.109,,0,0,
67,condition1,8.997,,1,LBC,3.251,,,,0.57,How many cookies did you see in the jar?,8.056,0.17,,LBC1,32197.596,How many did you see cookies in the jar?,1,,
67,condition1,7.786,,1,binding,4.994,,,,0.6,The actress greeted the mailman.,14.104,0.3,,bind5,32217.906,The mailman saw that the actress greeted himself.,2,,
67,condition1,4.278,,1,gram,10.321,,,,0.95,The patient knew the receptionist didn't like him.,10.685,0.98,,gram1,32244.793,The patient knew that the receptionist disliked him.,3,,
67,condition1,22.48,,1,ungram,6.123,,,,0.08,Who do the activists claim the [forgot] bribed?,16.813,0.03,,ungram2,32270.084,Do activists bribed claim officials the that the who ?,4,,
67,condition1,11.247,,1,head_dir,3.369,,,,0.8,The citizens voted on the new bill.,8.361,0.12,,head5,32315.504,The citizens the new bill voted on.,5,,
67,condition1,8.606,,1,subcat,4.263,,,,0.9,The family compromised on where to go for vacation.,10.494,0.84,,sub5,32338.487,The family compromised for where to go for vacation.,6,,
67,condition1,19.493,,1,subj_island,5.602,,,,0.08,Did the recipient like the gift?,8.857,0.09,,subj3,32361.854,What did a gift of please the recipient?,7,,
67,condition1,26.752,,1,agreement,4.404,,,,0.9,The burger was devoured quickly.,10.121,0.4,,agr3,32395.81,The burger were devoured quickly by the diner.,8,,
67,condition1,5.245,,1,CSC,4.614,,,,0.72,What did the captain bring besides the map?,11.774,0.14,,CSC3,32437.09,What did the captain bring a map and?,9,,
67,condition1,9.743,,1,NPI,4.948,,,,0.75,The spy saw something yesterday.,8.366,0.25,,NPI1,32458.727,The spy saw anything yesterday.,10,,
67,condition1,16.092,,1,adj_island,3.646,,,,0.49,What did the assistant insult that made the sculptor leave the room?,11.527,0.37,,adj2,32481.788,What did the sculptor leave the room because the assistant insulted?,11,,
67,condition1,15.53,,2,adj_island,5.794,,,,0.51,What lecture did the student attend that the professor recommended?,16.694,0.33,,adj1,32513.06,What did the student attend lecture because a professor recommended?,12,,
67,condition1,7.534,,2,CSC,4.108,,,,0.77,What did the farmer harvest besides corn?,7.297,0.32,,CSC1,32551.081,What did the farmer harvest corn and?,13,,
67,condition1,5.717,,2,NPI,2.481,,,,0.68,The teacher wrote something on the white board.,7.784,0.34,,NPI3,32570.024,The teacher wrote anything on the whiteboard.,14,,
67,condition1,6.486,,2,subcat,2.59,,,,0.89,The committee agreed on the budget for the park.,8.557,0.6,,sub3,32586.009,The committee agreed for the budget for the park.,15,,
67,condition1,6.844,,2,LBC,4.83,,,,0.78,How many books do you read in a year?,7.91,0.27,,LBC3,32603.645,How many do you read books in a year?,16,,
67,condition1,5.041,,2,agreement,3.263,,,,0.98,The movie scared the children.,7.307,1,,agr4,32623.232,The child were scared by the movie.,17,,
67,condition1,6.567,,2,gram,4.986,,,,0.98,What actor does the brother love and the sister hate?,9.571,1,,gram3,32638.847,Which actor does the brother like and the sister hate?,18,,
67,condition1,24.199,,2,ungram,4.389,,,,0.05,What does the special commander believe the spy initiated?,10.063,0.07,,ungram3,32659.975,Special commander does spy the initiated the what believe that ?,19,,
67,condition1,24.988,,2,subj_island,4.964,,,,0.83,There was an exhibit of something that angered the citizens - what was it?,11.956,0.32,,subj5,32698.631,What did an exhibit of anger the citizens?,20,,
67,condition1,8.234,,2,binding,3.64,,,,0.9,The duchess heard that the king liked her.,8.882,0.35,,bind2,32740.542,The duchess heard that the king liked herself.,21,,
67,condition1,9.568,,2,head_dir,6.35,,,,0.93,The child definitely ate the chocolate cake.,9.214,0.45,,head1,32761.304,The child surely the chocolate cake ate.,22,,
67,condition1,12.768,,3,CSC,5.236,,,,0.8,Who does the critic dislike besides the actor?,11.277,0.29,,CSC2,32786.442,Who does the critic dislike the actor and?,23,,
67,condition1,7.06,,3,LBC,4.598,,,,0.81,How many dogs did they see at the park?,8.334,0.27,,LBC4,32815.726,How many did they see dogs at the park?,24,,
67,condition1,9.213,,3,ungram,3.563,,,,0.49,What does the mechanic believe the biofuel will power?,9.978,0.1,,ungram1,32835.722,Mechanic the that can power biofuel the does believe what ?,25,,
67,condition1,8.861,,3,subcat,9.903,,,,0.95,The group decided on what to order for dinner.,9.786,0.5,,sub2,32858.489,The group decided for a restaurant for dinner.,26,,
67,condition1,6.213,,3,head_dir,5.406,,,,0.94,The boy plays video games every day.,8.332,0.41,,head3,32887.043,The boy video games plays every day.,27,,
67,condition1,38.105,,3,adj_island,7.078,,,,0.26,What did the wife praise that made the waiter set the table?,11.303,0.4,,adj5,32906.998,What did the waiter set the table because the housewife praised?,28,,
67,condition1,23.514,,3,subj_island,3.751,,,,0.88,What meal was the diner disgusted by?,13.235,0.4,,subj4,32963.488,What did a meal of disgust the diner?,29,,
67,condition1,10.22,,3,NPI,5.648,,,,0.76,The detective accused people during his investigation even without evidence.,29.379,0.99,,NPI4,33003.992,The detective accused anyone during his investigation.,30,,
67,condition1,8.88,,3,agreement,3.814,,,,0.96,The performer was chased offstage by the public.,12.106,0.48,,agr5,33049.244,The performer were chased off stage by the public.,31,,
67,condition1,5.989,,3,binding,7.001,,,,0.81,The butler claimed that the wife reprimanded him.,9.683,0.41,,bind3,33074.048,The butler claimed that the widow reprimanded himself.,32,,
67,condition1,4.841,,3,gram,3.228,,,,0.98,The artist listens to music every day when he's at work.,17.33,1,,gram5,33096.725,The artist listens to music at work every day.,33,,
67,condition1,5.892,,4,gram,3.294,,,,0.94,The report of the court case included the defendant's name.,14.582,0.98,,gram2,33122.128,The report on the court case mentioned the defendant's name.,34,,
67,condition1,3.638,,4,agreement,3.58,,,,0.95,The student was reprimanded by their parents.,8.007,0.39,,agr2,33145.899,The student were reprimanded by the parents.,35,,
67,condition1,8.542,,4,NPI,3.58,,,,0.88,The student could choose to like any of their classmates.,29.572,0.96,,NPI2,33161.127,The student liked anyone in her class.,36,,
67,condition1,6.219,,4,subcat,7.964,,,,0.95,The policeman relied on their instincts to catch the thief.,10.888,0.43,,sub1,33202.824,The policeman relied for his instincts to catch the thief.,37,,
67,condition1,5.614,,4,LBC,1.834,,,,0.94,How many books did you fit in your locker?,8.722,0.15,,LBC5,33227.899,How many did you fit in your locker books?,38,,
67,condition1,27.307,,4,subj_island,4.697,,,,0.95,The painting that got stolen - what was it a painting of?,8.957,0.53,,subj2,33244.072,What did a painting of get stolen?,39,,
67,condition1,3.695,,4,head_dir,4.367,,,,0.98,The kitten drank all of the milk.,8.324,0.26,,head2,33285.036,The kitten all of the milk drank.,40,,
67,condition1,28.712,,4,ungram,5.69,,,,0.11,Who does the detective believe killed with poison?,13.285,0.03,,ungram4,33301.426,Believe the does killed claim that who detective the poison ?,41,,
67,condition1,4.977,,4,CSC,3.304,,,,0.83,Who does the woman listen to besides the Beatles?,9.604,0.26,,CSC5,33349.116,Who does the woman listen to the Beatles and?,42,,
67,condition1,15.97,,4,adj_island,2.695,,,,0.9,What did the accomplice recognize that made the fugitive run away?,28.748,0.45,,adj4,33367.004,What did the fugitive run away because her accomplice recognized?,43,,
67,condition1,6.258,,4,binding,3.427,,,,0.84,The bride thinks the groom saw her,6.738,0.26,,bind1,33414.42,The bride thinks that the groom saw herself.,44,,
67,condition1,8.379,,5,adj_island,3.03,,,,0.79,What housework did the chef do because the maid was injured?,11.549,0.19,,adj3,33430.847,What did the chef do housework because the maid injured?,45,,
67,condition1,5.489,,5,agreement,3.69,,,,0.95,The clown was invited to the party by the host.,7.963,0.34,,agr1,33453.809,The clown were invited to the party by the host.,46,,
67,condition1,10.058,,5,subj_island,4.321,,,,0.87,What was the collection that impressed the curators?,8.221,0.5,,subj1,33470.954,What did a collection of impress the curators?,47,,
67,condition1,15.955,,5,NPI,2.297,,,,0.7,The patient could do anything on their hospital bed.,9.865,0.47,,NPI5,33493.559,The patient did anything on the hospital bed.,48,,
67,condition1,19.983,,5,ungram,4.15,,,,0.17,What does the lead pianist believe about practice?,12.189,0.04,,ungram5,33521.679,Lead pianist to what claim the does believe that can practice ?,49,,
67,condition1,7.132,,5,head_dir,5.865,,,,0.94,The tourist visited her favorite restaurant.,8.435,0.22,,head4,33558.004,The tourist her favorite restaurant visited.,50,,
67,condition1,9.111,,5,binding,2.629,,,,0.95,The gentleman accepted that the waitress didn't like him.,10.349,0.37,,bind4,33579.44,The gentleman accepted that the waitress disliked himself.,51,,
67,condition1,3.963,,5,gram,2.524,,,,0.98,The cashier saw no one at the store.,8.364,0.99,,gram4,33601.532,The cashier didn't see anyone at the store.,52,,
67,condition1,4.823,,5,subcat,4.35,,,,0.91,The bride insisted on this venue for her wedding.,9.58,0.43,,sub4,33616.386,The bride insisted for this venue for her wedding.,53,,
67,condition1,4.185,,5,LBC,3.411,,,,0.96,How many pills do you take in a day?,6.436,0.29,,LBC2,33635.143,How many do you take pills in a day?,54,,
67,condition1,5.628,,5,CSC,2.962,,,,0.9,What did the boy purchase besides milk?,8.198,0.32,,CSC4,33649.178,What did the boy purchase milk and?,55,,
38,condition1,8.641,0.57,practice,practice_good,8.999,,practice_good,,0.71,,20.331,,,,52.452,,0,0,
38,condition1,8.093,,practice,,4.083,,practice_mid,practice_mid,0.73,,21.584,,0.24,,90.43,,0,0,
38,condition1,14.495,,practice,,3.2,0.74,practice_bad,practice_bad,0.24,,26.232,,0.26,,124.195,,0,1,
38,condition1,5.829,,1,agreement,4.4,,,,0.76,the student's parents reprimanded the students.,12.533,0.3,,agr2,179.643,The student were reprimanded by the parents.,1,,
38,condition1,6.093,,1,subj_island,3.15,,,,0.76,the diner was disgusted by a meal — what was inside that meal?,19.616,0.17,,subj4,202.412,What did a meal of disgust the diner?,2,,
38,condition1,3.778,,1,NPI,4.317,,,,0.51,the spy could have seen anything (likely of importance) yesterday,24.198,0.17,,NPI1,231.277,The spy saw anything yesterday.,3,,
38,condition1,4.28,,1,head_dir,5.616,,,,0.65,the tourist visited her favorite restaurant.,12.616,0.23,,head4,263.575,The tourist her favorite restaurant visited.,4,,
38,condition1,23.394,,1,subcat,2.847,,,,0.77,"the policeman, by relying on his instincts, caught the thief.",76.818,0.73,,sub1,286.093,The policeman relied for his instincts to catch the thief.,5,,
38,condition1,4.913,,1,binding,2.901,,,,0.74,the butler claimed that the widow reprimanded him.,12.915,0.19,,bind3,389.157,The butler claimed that the widow reprimanded himself.,6,,
38,condition1,8.478,,1,ungram,5.732,,,,0.38,what did the mechanic believe that the biofuel does?,17.784,0.23,,ungram1,409.891,Mechanic the that can power biofuel the does believe what ?,7,,
38,condition1,5.079,,1,CSC,2.833,,,,0.25,"who else, besides the actor, does the critic dislike?",10.416,0.19,,CSC2,441.891,Who does the critic dislike the actor and?,8,,
38,condition1,3.61,,1,gram,1.699,,,,0.86,"every da, while at work, the artist listens to music.",19.202,0.82,,gram5,460.225,The artist listens to music at work every day.,9,,
38,condition1,41.909,,1,adj_island,2.816,,,,0.7,the housewife praised the waiter — what did he set on the table?,14.067,0.19,,adj5,484.742,What did the waiter set the table because the housewife praised?,10,,
38,condition1,3.413,,1,LBC,1.583,,,,0.83,how many pills do you take each day?,10.667,0.78,,LBC2,543.538,How many do you take pills in a day?,11,,
38,condition1,7.13,,2,subj_island,3.766,,,,0.8,a painting got stolen — what was the painting of?,26.899,0.38,,subj2,559.205,What did a painting of get stolen?,12,,
38,condition1,6.411,,2,agreement,2.316,,,,0.76,the diner quickly devoured the burger.,12.635,0.39,,agr3,597.004,The burger were devoured quickly by the diner.,13,,
38,condition1,11.531,,2,ungram,1.484,,,,0.2,what did the lead pianist claim to have practiced?,8.582,0.22,,ungram5,618.37,Lead pianist to what claim the does believe that can practice ?,14,,
38,condition1,6.211,,2,subcat,1.617,,,,0.71,the group decided on a restaurant for dinner.,10.384,0.38,,sub2,639.972,The group decided for a restaurant for dinner.,15,,
38,condition1,8.563,,2,gram,1.933,,,,0.79,"the store was empty, the cashier didn't see anyone inside.",12.949,0.68,,gram4,658.188,The cashier didn't see anyone at the store.,16,,
38,condition1,5.528,,2,CSC,3.234,,,,0.68,"what else, besides the beatles, does the woman listen to?",13.433,0.39,,CSC5,681.638,Who does the woman listen to the Beatles and?,17,,
38,condition1,4.911,,2,binding,2.532,,,,0.59,the bride thinks that the groom saw her.,8.867,0.37,,bind1,703.838,The bride thinks that the groom saw herself.,18,,
38,condition1,12.445,,2,NPI,1.3,,,,0.65,the student liked everyone in her class.,8.801,0.51,,NPI2,720.153,The student liked anyone in her class.,19,,
38,condition1,6.16,,2,adj_island,1.349,,,,0.53,"since the fugitive's accomplice got recognized, what did the fugitive run away with?",16.568,0.44,,adj4,742.704,What did the fugitive run away because her accomplice recognized?,20,,
38,condition1,4.347,,2,LBC,1.465,,,,0.99,how many books do you read each year?,7.55,0.99,,LBC3,766.785,How many do you read books in a year?,21,,
38,condition1,3.745,,2,head_dir,1.299,,,,0.71,the kitten drank all the milk.,5.418,0.26,,head2,780.153,The kitten all of the milk drank.,22,,
38,condition1,6.561,,3,subj_island,2.982,,,,0.6,what gift pleased the recipient?,12.917,0.43,,subj3,790.62,What did a gift of please the recipient?,23,,
38,condition1,4.579,,3,agreement,1.149,,,,0.69,the host invited the clown to the party.,6.301,0.45,,agr1,813.085,The clown were invited to the party by the host.,24,,
38,condition1,7.594,,3,CSC,1.599,,,,0.73,"what else, besides corn, did the farmer harvest?",12.05,0.63,,CSC1,825.12,What did the farmer harvest corn and?,25,,
38,condition1,10.346,,3,adj_island,65.631,,,,0.37,which lecture that the professor recommended did the student attend?,10.218,0.41,,adj1,846.368,What did the student attend lecture because a professor recommended?,26,,
38,condition1,6.643,,3,ungram,1.782,,,,0.36,which official did the activists claim was bribed?,8.102,0.28,,ungram2,932.569,Do activists bribed claim officials the that the who ?,27,,
38,condition1,3.728,,3,subcat,1.499,,,,0.79,the family compromised to decide on the vacation destination,9.917,0.57,,sub5,949.101,The family compromised for where to go for vacation.,28,,
38,condition1,442.269,,3,binding,2.681,,,,0.31,the gentleman accepted that the waitress disliked him,9.971,0.28,,bind4,964.25,The gentleman accepted that the waitress disliked himself.,29,,
38,condition1,7.858,,3,NPI,6.398,,,,0.72,the teacher would write anything that they wanted on the whiteboard,11.937,0.36,,NPI3,1419.178,The teacher wrote anything on the whiteboard.,30,,
38,condition1,4.579,,3,head_dir,1.833,,,,0.72,the child surely ate the chocolate cake,10.799,0.31,,head1,1445.376,The child surely the chocolate cake ate.,31,,
38,condition1,3.214,,3,gram,1.448,,,,0.94,the patient knew that the receptionist did not like him,9.801,0.88,,gram1,1462.591,The patient knew that the receptionist disliked him.,32,,
38,condition1,3.395,,3,LBC,1.567,,,,0.81,how many dogs did they see at the park,9.17,0.25,,LBC4,1477.059,How many did they see dogs at the park?,33,,
38,condition1,9.661,,4,gram,2.067,,,,0.84,the court case's report mentioned the defendant's name,9.933,0.95,,gram2,1491.195,The report on the court case mentioned the defendant's name.,34,,
38,condition1,5.893,,4,subj_island,2.133,,,,0.64,which collection impressed the collectors?,9.184,0.55,,subj1,1512.861,What did a collection of impress the curators?,35,,
38,condition1,5.328,,4,CSC,2.199,,,,0.8,"what else, besides milk, did the boy purchase?",15.185,0.18,,CSC4,1530.076,What did the boy purchase milk and?,36,,
38,condition1,7.928,,4,adj_island,4.015,,,,0.21,what insult did the receptionist say that caused the sculptor to leave the room?,20.635,0.26,,adj2,1552.793,What did the sculptor leave the room because the assistant insulted?,37,,
38,condition1,5.294,,4,head_dir,1.532,,,,0.8,the boy plays video games every day,9.285,0.25,,head3,1585.376,The boy video games plays every day.,38,,
38,condition1,5.927,,4,ungram,1.781,,,,0.78,what task for the spy did the special commander initiate?,16.719,0.23,,ungram3,1601.493,Special commander does spy the initiated the what believe that ?,39,,
38,condition1,16.545,,4,LBC,5.316,,,,0.88,how many cookies did you see in the jar?,54.001,0.59,,LBC1,1625.925,How many did you see cookies in the jar?,40,,
38,condition1,6552.975,,4,binding,3.048,,,,0.28,"the mailman saw the actress, who greeted him",10.597,0.26,,bind5,1701.792,The mailman saw that the actress greeted himself.,41,,
38,condition1,5.346,,4,NPI,1.166,,,,0.64,the detective would accuse anyone during his investigation,9.368,0.41,,NPI4,8268.417,The detective accused anyone during his investigation.,42,,
38,condition1,4.76,,4,subcat,1.732,,,,0.66,the committee agreed on the budget for the park,8.516,0.57,,sub3,8284.304,The committee agreed for the budget for the park.,43,,
38,condition1,19.245,,4,agreement,1.615,,,,0.63,the performer was chased off stage by the public,7.668,0.3,,agr5,8299.317,The performer were chased off stage by the public.,44,,
38,condition1,5.894,,5,NPI,1.615,,,,0.72,the patient would do anything on the hospital bed,10.234,0.41,,NPI5,8327.851,The patient did anything on the hospital bed.,45,,
38,condition1,7.879,,5,LBC,1.917,,,,0.72,how many books did you fit in your locker?,7.4,0.36,,LBC5,8345.599,How many did you fit in your locker books?,46,,
38,condition1,9.777,,5,ungram,2.084,,,,0.36,does the detective believe the claim about who killed using the poison?,15.385,0.3,,ungram4,8362.801,Believe the does killed claim that who detective the poison ?,47,,
38,condition1,3245.195,,5,subcat,2.517,,,,0.64,the bride insisted on this venue for her wedding.,9.267,0.52,,sub4,8390.051,The bride insisted for this venue for her wedding.,48,,
38,condition1,5.661,,5,subj_island,2.666,,,,0.71,which exhibit angered the citizens?,6.4,0.57,,subj5,11647.035,What did an exhibit of anger the citizens?,49,,
38,condition1,5.329,,5,CSC,2.067,,,,0.62,"what else, besides the map, did the captain bring?",7.698,0.4,,CSC3,11661.768,What did the captain bring a map and?,50,,
38,condition1,3.062,,5,agreement,5.148,,,,0.4,the child was scared by the movie.,8.735,0.32,,agr4,11676.867,The child were scared by the movie.,51,,
38,condition1,7.045,,5,binding,19.433,,,,0.61,the dutchess heard that the king killed himself,10.733,0.3,,bind2,11693.818,The duchess heard that the king liked herself.,52,,
38,condition1,14.862,,5,gram,3.599,,,,0.68,which actor did the brother like but the sister hate?,12.402,0.64,,gram3,11731.034,Which actor does the brother like and the sister hate?,53,,
38,condition1,5.312,,5,head_dir,2.368,,,,0.65,the citizens voted on the new bill,6.15,0.38,,head5,11761.901,The citizens the new bill voted on.,54,,
38,condition1,15.279,,5,adj_island,3.052,,,,0.59,what housework did the chef do because the maid was injured?,11.847,0.61,,adj3,11775.736,What did the chef do housework because the maid injured?,55,,
92,condition1,6.432,0.92,practice,practice_good,6.983,,practice_good,,1,,43.113,,,,31.241,,0,0,
92,condition1,7.246,,practice,,6.565,,practice_mid,practice_mid,0.88,,14.201,,0.35,,87.772,,0,0,
92,condition1,9.681,,practice,,4.967,,practice_bad,practice_bad,0.02,,12.584,,0,,115.786,,0,0,
92,condition1,5.583,,1,subcat,6.132,,,,0.98,The police relied on his instincts for the case.,13.797,0.02,,sub1,149.237,The policeman relied for his instincts to catch the thief.,1,,
92,condition1,6.613,,1,agreement,2.831,,,,0.99,The clown was invited to the party by the host.,8.618,0.04,,agr1,174.754,The clown were invited to the party by the host.,2,,
92,condition1,7.618,,1,subj_island,2.53,,,,0.03,Did the collection impress curators?,6.634,0.03,,subj1,192.818,What did a collection of impress the curators?,3,,
92,condition1,5.348,,1,head_dir,2.897,,,,0,The tourist visited her favorite restaurant.,12.385,0.02,,head4,209.602,The tourist her favorite restaurant visited.,4,,
92,condition1,6.231,,1,CSC,5.883,,,,0.79,"In addition to corn, what did the farmer harvest?",17.367,0.03,,CSC1,230.234,What did the farmer harvest corn and?,5,,
92,condition1,6.148,,1,binding,2.468,,,,0.86,The bride thinks the groom saw her.,7.55,0.01,,bind1,259.717,The bride thinks that the groom saw herself.,6,,
92,condition1,5.496,,1,LBC,1.267,,,,0.02,They saw how many dogs at the park?,11.117,0.01,,LBC4,275.885,How many did they see dogs at the park?,7,,
92,condition1,4.753,,1,gram,2.917,,,,0.99,The cashier saw nobody in the store.,8.195,0.97,,gram4,293.766,The cashier didn't see anyone at the store.,8,,
92,condition1,12.349,,1,adj_island,2.799,,,,0,The waiter set the table for the housewife.,10.9,0,,adj5,309.632,What did the waiter set the table because the housewife praised?,9,,
92,condition1,5.265,,1,NPI,2.115,,,,0.01,The spy saw everything yesterday.,8.769,0,,NPI1,335.682,The spy saw anything yesterday.,10,,
92,condition1,11.035,,1,ungram,2.053,,,,0.02,Does the special commander believe the spy?,10.245,0.01,,ungram3,351.833,Special commander does spy the initiated the what believe that ?,11,,
92,condition1,11.546,,2,NPI,3.15,,,,0.4,The detective accused anyone remotely involved during his investigation.,24.416,0.61,,NPI4,375.168,The detective accused anyone during his investigation.,12,,
92,condition1,5.053,,2,adj_island,2.249,,,,0.04,What did the sculptor leave in the room because of the insult?,8.614,0.04,,adj2,414.281,What did the sculptor leave the room because the assistant insulted?,13,,
92,condition1,4.365,,2,subcat,3.967,,,,0.53,The group decided on a restaurant for dinner.,6.448,0,,sub2,430.199,The group decided for a restaurant for dinner.,14,,
92,condition1,2.924,,2,LBC,3.184,,,,0.99,You read how many books in a year?,7.79,0.97,,LBC3,444.981,How many do you read books in a year?,15,,
92,condition1,4.882,,2,agreement,2.881,,,,0.97,The burger was devoured quickly.,9.303,0.02,,agr3,458.88,The burger were devoured quickly by the diner.,16,,
92,condition1,5.447,,2,CSC,3.825,,,,0.75,The critic dislikes the actor and who?,7.525,0.02,,CSC2,475.948,Who does the critic dislike the actor and?,17,,
92,condition1,7.715,,2,head_dir,5.35,,,,0.91,The citizens voted on the new bill.,6.916,0.66,,head5,492.747,The citizens the new bill voted on.,18,,
92,condition1,7.099,,2,ungram,3.262,,,,0,The detective believes the poison killed.,8.736,0.02,,ungram4,512.73,Believe the does killed claim that who detective the poison ?,19,,
92,condition1,15.582,,2,gram,4.181,,,,0.98,Who is the actor that the sister likes and the brother hates?,20.785,0.9,,gram3,531.829,Which actor does the brother like and the sister hate?,20,,
92,condition1,5.715,,2,binding,3.562,,,,0.92,The duchess thinks that the king likes her.,9.453,0.03,,bind2,572.378,The duchess heard that the king liked herself.,21,,
92,condition1,6.483,,2,subj_island,1.52,,,,0.03,What meal disgusted the diner?,8.934,0.02,,subj4,591.111,What did a meal of disgust the diner?,22,,
92,condition1,4.493,,3,subcat,5.916,,,,0.98,The family compromised on where to go for dinner.,7.218,0.74,,sub5,608.05,The family compromised for where to go for vacation.,23,,
92,condition1,2.836,,3,agreement,3.295,,,,1,The child was scared by the movie.,7.333,0.01,,agr4,625.678,The child were scared by the movie.,24,,
